title,description,country,topic_categories,view_count,subscriber_count,video_count,keywords
Saregama Music,"The proud history of Saregama (an RPSG group company) stretches back over a century to 1901. Formerly known as The Gramophone Company of India Ltd. and more popularly as HMV (His Master's Voice), Saregama was established as the first overseas Indian Branch of Electrical & Musical Industries Limited (EMI), London. From producing the first song recorded in India in 1902 by the star of yesteryears, Gauhar Jan, to creating strong inroads into the production of cinema and television content, digital retailing, aggregation, radio programming and events, Saregama has evolved into one of India's premier entertainment content companies.

सारेगामा भारत की पहली संगीत कंपनी है, और हमारे कोष में इस देश के सबसे प्रतिष्ठित संगीत का भण्डार है. फिल्मों की शुरुआत से लेकर आज तक के सबसे मशहूर गानों का संग्रह यहीें पर पेश है. यहां पर मिलेंगी आपको सबसे मधुर और गेय गानों का खज़ाना. लता मंगेशकर, मोहम्मद रफ़ी, सैगल साब, किशोर कुमार, इनके सबसे बेहतरीन गाने यहीं पर पेश हैं.",IN,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",17522582135,38100000,8080,"""saregama music"" ""saregama old songs"" ""saregama purane gane"" ""new song"" ""pani pani song"" ""new songs"" ""pani pani"" ""new song 2023"" ""aaj sajeya"" ""hindi song"" ""hindi new songs"" ""sakhiyan 2.0"" ""trending songs"" ""dance songs"" ""badshah new song"" dholida ""gangubai kathiawadi"" ""meri jaan"" ""Vijay Deverakonda"" kushi Samantha maidaan ""zara hatke zara bachke"" ""sara ali khan"" ""vicky kaushal"" ""arijit singh"" ""rocky aur rani ki prem kahani"" ""alia bhatt"" ""ranveer singh"" #rrkpk"
PowerKids TV,"To enter magical world , Visit us at www.powerkidstv.com and watch your favorite cartoons. 
Power Kids  is the destination for cartoons, animation, shows, games, contests, merchandise and a whole lot of fun stuff for kids! Watch some of the most exciting cartoons like Jungle Book, Robin Hood, Peter Pan, Lassie, Monskey and many many more!
Subscribe us and stay updated.
Also follow us at Facebook, Instagram and Twitter. 
Subscribe us at www.youtube.com/powerkids?sub_confirmation1



",IE,"['https://en.wikipedia.org/wiki/Television_program', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",19933977685,37900000,6878,"""the jungle book"" ""hindi kahaniya"" ""hindi kahani"" ""moral stories"" ""hindi moral stories"" ""hindi kahaniya"" ""jungle book"" ""peter pan"" monskey monkeys bears mowgli jungle fairy मोगली"
Ultra Bollywood,"Ultra Media & Entertainment Pvt. Ltd.

Ultra Bollywood channel brings you full Bollywood Movie, Bollywood Movie Scenes, Movie Teaser and Trailers, Video Songs, Audio-Video Jukebox, and more... on a daily basis in the Hindi language specially created for YouTube subscribers. 

Subscribe NOW!",IN,"['https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",15999978118,37700000,9486,"""hindi songs"" movies ""comedy videos"" ""love song"" ""new hindi songs"" ""new sufi songs"" ""hindi full movie"" ""bollywood full movie"" ""bollywood songs"" ""best hindi songs"" ""latest hindi songs"" ""latest bollywood songs"""
T-Series Bollywood Classics,"The Offical Channel of T-Series on YouTube. T-Series Bollywood Classics promises to take you back to the resplendent era of Hindi cinema where the most phenomenal superstars of music were rose to the stardom. The channel is purely dedicated to some of the most memorable songs that have now become a part of our lives. Come, lets relive the magic of Bollywood Music with ""T-Series Bollywood Classics"".",IN,"['https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Music']",24112169553,37400000,2029,"""bollywood movies"" ""amitabh bachchan movies"" ""rajesh khanna movies"" ""madhuri dixit movies"" tseriesoldisgold ""bollywood old songs"" ""tseries oldisgold"" ""hindi romantic songs"" ""bollywood full movies"" non stop hindi songs ""bollywood classics"" ""rekha songs"" ""shahrukh songs"" ""salman khan"" ""aamir khan"" ""hindi sad songs"" ""bollywood songs jukebox"" jukebox ""hindi songs jukebox"""
Jkk Entertainment,"Jkk Entertainment Is The Official Channel ""Indian Comedy Videos ""Short Film"" New Comedy Video Chotu Dada"" YouTube Videos""
& Motivational Short Films and Gags. All type of Khandeshi comedy Videos & web series & Other Comedy
(We Love You all SUBSCRIBES)""

Business Inquiry : jkkteammanagerak@gmail.com 
",IN,"['https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Entertainment']",16601698535,37400000,226,"""JKK ENTERTAINMENT"" JKK ""CHOTU DADA"" ""CHHOTU DADA"" ""CHOTU KI COMEDY"" KHANDESH ""SHORT FILM"" ""KHANDESHI MOVIES"" jkk jkkentertainment ""jkk entertainment"" comedy ""Comedy Video"" ""Chotu Ki Comedy"" ""Chotu Ki Masti"" ""Chotu Dada Ki Videos"" ""India Number 1 Youtube Channel"" ""Top Youtube Channel"""
La Granja de Zenón,"La Granja de Zenón es el ambiente en donde se desarrollan las historias cantadas en “Canciones de la Granja”. Señora Vaca, Los Seis Patitos, El Pavo y la Pava, El Pollito Pio y El Caballo Verde  son algunos de los grandes éxitos que ya tienen millones de seguidores en todo el mundo.
La música, bien esencial de la vida, favorece el desarrollo integral de los niños (área socio-afectiva, cognitiva y psicomotriz). La expresión corporal del niño se ve estimulada favoreciendo el control rítmico del cuerpo. 
El objetivo es que nuestras canciones, en el futuro sean el disparador de hermosos recuerdos de cuando padres, abuelos y niños se reunían frente a las distintas pantallas a compartir la magia de la música.

Encuentra más de La Granja de Zenón en: 
https://rebrand.ly/InstaGranja 
https://rebrand.ly/GranjaFB
https://rebrand.ly/TikTokERI


",AR,"['https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Entertainment']",28625255868,37300000,679,"""las canciones de la granja"" ""canciones de granja"" ""canciones de la granja de zenon"" ""la vaca lola"" ""canciones infantiles"" ""musica infantil"" bartolito ""videos para niños"" ""dibujos animados"" ""granja de zenon"" ""videos infantiles"" ""musica para niños"" ""canciones para niños"" ""canciones de la granja"" percheron ""lobo beto"" ""canciones para bebes"" ""musica para bebes"" zenon ""granja de zenon"" ""la granja de zenon"" ""la granja de zenon episodios"" ""episodios de la granja de zenon"" ""zenon la granja"""
Bruno Mars,"An Evening With Silk Sonic: https://SilkSonic.lnk.to/AEWSSID

The official YouTube channel of Bruno Mars. 

Subscribe for the latest official music videos, live performances, official audio, and more: https://Atlantic.lnk.to/BMsubscribe
 
11x GRAMMY Award winner and 27x GRAMMY Award nominee Bruno Mars is a celebrated singer, songwriter, producer, and musician with iconic hits like ""The Lazy Song"", ""That's What I Like"", ""Just The Way You Are"", ""24K Magic"", ""Locked Out Of Heaven"", and ""When I Was Your Man"". His legendary body of work also includes blockbuster albums such as Doo-Wops & Hooligans, Unorthodox Jukebox, and 24K Magic, as well as era-defining collaborations like ""Uptown Funk"" with Mark Ronson, ""Finesse"" with Cardi B, and ""Nothin' On You"" with B.o.B. Forever classic, yet supremely innovative, Bruno continues to redefine music, style, and popular culture, pushing the boundaries of pop, R&B, funk, soul, hip-hop, and dance, and remains as influential as ever.
",None,"['https://en.wikipedia.org/wiki/Rhythm_and_blues', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Hip_hop_music']",19997154948,37300000,99,"""bruno mars"" bruno ""atlantic records"" ""the lazy song"" ""that's what i like"" ""when i was your man"" ""just the way you are"" ""locked out of heaven"" ""24k magic"" ""unorthodox jukebox"" ""doowops & hooligans"" finesse ""official music video"" ""official lyric video"" ""official audio"" R&B ""pop music"" soul funk"
IndiaTV,"India TV LIVE is IndiaTV’s official YouTube News Channel which streams breaking news, latest news, current affairs and more from across India and the world. IndiaTV LIVE delivers news on Politics, Entertainment, Bollywood and Sports, 24X7 in Hindi. 
 
Subscribe here to get the latest and breaking news: 
http://bit.ly/2O2aC1J

इंडिया टीवी NBDA/NBDSA द्वारा निर्धारित स्वतंत्र नियमन एवं मानकों का पालन करता है। अगर आपको इंडिया टीवी पर दिखाई गई किसी खबर या कार्यक्रम से शिकायत है तो न्यूज़ ब्रॉडकॉस्टिंग एंड डिजिटल स्टेंडर्ड अथॉरिटी को लिखें। ज्यादा जानकारी के लिए www.nbanewdelhi.com पर लॉग ऑन करें।

For more news and updates visit our official website: https://www.indiatv.in/
 
Follow Us On: IndiaTV 
Facebook: http://www.fb.com/indiatvnews  
Twitter:  http://twitter.com/indiatvnews 
 
Download India TV Mobile News App for Apple: 
https://apple.co/2EB9lKr
Download India TV Mobile News App for Android: 
http://bit.ly/2V2wnA3

",IN,['https://en.wikipedia.org/wiki/Society'],17510382089,37400000,287237,"""pm modi live"" ""pm modi"" ""kurukshetra live"" ""aaj ki baat"" ""aaj ki baat live"" kurukshetra ""rajat sharma"" ""rajat sharma live"" ""india tv"" ""india tv live"" ""india tv news"" ""india tv live news"" modi bjp ""rahul gandhi"" aap ""arvind kejriwal"" ""arvind kejriwal live"" delhi ""delhi news"" ""delhi case"" ""delhi case update"" ""live news"" ""news live"" ""live now"" ""live now - news"" ""hindi news"" ""top 100"" ""amit shah"" ""live tv"" ""breaking news"" ""tv live"" ""aaj ki baat"" ""manish sisodia"" ""pm modi"" ""bageshwar dham sarkar"""
TheDonato,"¡BIENVENIDO A MI CANAL! Te aseguro que te reiras MUCHO CON TODOS LOS VIDEOS . No tomo las cosas demasiado en serio, pero siempre quiero traer el mejor video para ti, si te gusta la variedad entonces estas en el lugar indicado . Pásalo GENIAL! 😍✋😄💪 😍

CONTACTO : donato@trihaus.es",AR,"['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game']",6859432419,37200000,3202,"español divertido gracioso free fire fernanfloo ""diamantes free fire"" ""free fire"" thedonato ""thedonato free fire"""
Maroon 5,Welcome to the Maroon 5 official Youtube Channel. Head to our website for more info- www.maroon5.com,None,"['https://en.wikipedia.org/wiki/Rock_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",23149869979,36800000,173,"""maroon 5 Adam Levine"" ""James Valentine"" ""Jesse Carmichael"" ""Mickey Madden"" ""Matt Flynn"""
Techno Gamerz,"Hey Everyone! This is Ujjwal here! Welcome to ""Techno Gamerz"" YouTube Channel!
I created this channel for android games i upload daily videos about mobile related games and gaming news so if you’re interested in playing games so this channel is helpful for you.
Please SUBSCRIBE to Techno Gamerz, Thanks.

If you are looking for somebody to make a review of your products or product of your company, such as:
phones, tablets, PC, gadgets or even apps, you can contact us so we can make a deal...

For Business enquiries: technogamerzofficial@gmail.com",IN,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game']",10612946539,36800000,990,"""techno gamerz"" tg ""techno gamer"" ""ujjwal gamer"" ""android gaming"" ""mobile gaming"" gaming"
Total Gaming,"Hi Gamers,  I'm AJAY! Here you will see me playing PC games and Mobile Games having some fun.

I Playing Free Fire, Call Of Duty Mobile, Pubg And GTA 5 With You On Total Gaming Channel.

Fully Indian Gamer With Hindi Commentary.

Youtube Started 2 December 2018.

Business Email: business@totalgaming.in

For Contact: Join My Discord :- http://bit.ly/totalgamingdiscprd",IN,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action-adventure_game']",5847650212,36800000,1261,"""total gaming"" ""mobile game"" ""pc game"" gameplay ""hindi gameplay"""
Genevieve's Playhouse - Learning Videos for Kids,"Welcome to Genevieve’s Playhouse where we create all kinds of educational videos for kids and toddlers using toy based learning. Come along as Genevieve plays with characters from Paw Patrol and Peppa Pig, while learning counting numbers, basic words, and storytelling skills. Our video formats span from vlogs, skits, animations, and experiments. Videos are offered in English, Spanish, Hindi, and Vietnamese.

Genevieve's Playhouse is a safe, and kid-friendly channel that parents can trust to provide educational content for their little ones.",US,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Entertainment']",27045870780,36400000,625,"""paw patrol"" ""peppa pig"" ""Learn colors"" ""best kids videos"" ""toddler learning"" toys ""toys for kids"" learning educational preschool ""preschool learning"" ""teach kids"" ""cute kids"" ""teach toddlers"" ""learn colors"" learn shapes abcs 123s counting play compilation bluey"
Ozuna,"This is the official YouTube Channel of OZUNA. Singer, songwriter and actor from Puerto Rico and the Dominican Republic. Hits include ""Si Tu Marido No Te Quiere"" ""Síguelo Bailando"" ""Vaina Loca"" ""Unica"" and ""Taki Taki"". In 2018 OZUNA was the #1 YouTube channel globally on the platform. He currently holds the Guinness Award record for Artist with the most videos to reach one billion views on YouTube, 7 videos in total. 

Este es el canal oficial de música de OZUNA en YouTube. Cantante, compositor y actor de Puerto Rico y República Dominicana. Sus exitos incluyen 'Si Tu Marido No Te Quiere', 'Síguelo Bailando', 'Vaina Loca', 'Unica' y 'Taki Taki'. En el 2018, OZUNA fue el canal número 1 de YouTube a nivel mundial en la plataforma. Actualmente tiene el récord del Premio Guinness para artista para Artista con la mayor cantidad de vídeos para alcanzar mil millones de visitas en YouTube, 7 en total.

Info: info@auramusic.com  Booking: booking@auramusic.com",PR,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Latin_America', 'https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Pop_music']",23973213962,36400000,220,"Ozuna Nibirú ""ozuna concert"" Reggaeton Aura Odisea ENOC ""Los Dioses"" Ozutochi"
